"gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue",,,,,,,,,
"1586990998	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00816699	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia furcata	furcata	VARIETY	Cladonia furcata var. furcata	GB		98e934b0-5f31-11de-b67e-b8a03c50a862													6337359	7246646	PRESERVED_SPECIMEN	E	E	E00816699	3008		CC_BY_NC_4_0		Fryday"," Alan Michael			2018-02-03T21:04Z		",,,,,,,,
"1586989500	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00816708	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia			GENUS	Cladonia P.Browne	GB		98e934b0-5f31-11de-b67e-b8a03c50a862									1993-06-21T02:00Z	21	6	1993	2607519		PRESERVED_SPECIMEN	E	E	E00816708	4402		CC_BY_NC_4_0		Fryday"," Alan Michael			2018-02-03T21:04Z		",,,,,,,,
"1563458280	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00816234	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia strepsilis		SPECIES	Cladonia strepsilis (Ach.) Grognot	GB		98e934b0-5f31-11de-b67e-b8a03c50a862													7903868	7246887	PRESERVED_SPECIMEN	E	E	E00816234			CC_BY_NC_4_0		Fryday"," Alan Michael			2018-02-04T15:20Z		RECORDED_DATE_INVALID",,,,,,,,
"1563457941	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00786226	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia bellidiflora		SPECIES	Cladonia bellidiflora (Ach.) Schaer.	GB		98e934b0-5f31-11de-b67e-b8a03c50a862													2607724	2607724	PRESERVED_SPECIMEN	E	E	E00786226			CC_BY_NC_4_0		Fryday"," Alan Michael			2018-02-04T15:20Z		RECORDED_DATE_INVALID",,,,,,,,
"1563457811	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00816179	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia cariosa		SPECIES	Cladonia cariosa (Ach.) Spreng.	CA		98e934b0-5f31-11de-b67e-b8a03c50a862	48.061111	-71.247222							1981-08-11T02:00Z	11	8	1981	2607655	2607655	PRESERVED_SPECIMEN	E	E	E00816179	890		CC_BY_NC_4_0		Ayotte"," Gilles			2018-02-04T15:20Z		",,,,,,,,
"1563118018	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00816157	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia amaurocraea		SPECIES	Cladonia amaurocraea (Flörke) Schaer.	CA		98e934b0-5f31-11de-b67e-b8a03c50a862	58.691667	-65.952778							1984-07-18T02:00Z	18	7	1984	7246667	7246667	PRESERVED_SPECIMEN	E	E	E00816157	094		CC_BY_NC_4_0		Pelletier"," Yvon			2018-02-03T12:58Z		PRESUMED_NEGATED_LONGITUDE",,,,,,,,
"1563118009	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00816158	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia amaurocraea		SPECIES	Cladonia amaurocraea (Flörke) Schaer.	CA		98e934b0-5f31-11de-b67e-b8a03c50a862	58.691667	-65.952778							1984-07-19T02:00Z	19	7	1984	7246667	7246667	PRESERVED_SPECIMEN	E	E	E00816158	111		CC_BY_NC_4_0		Pelletier"," Yvon			2018-02-03T12:58Z		PRESUMED_NEGATED_LONGITUDE",,,,,,,,
"1563117437	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00816159	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia amaurocraea		SPECIES	Cladonia amaurocraea (Flörke) Schaer.	CA		98e934b0-5f31-11de-b67e-b8a03c50a862	58.691667	-65.952778							1984-07-18T02:00Z	18	7	1984	7246667	7246667	PRESERVED_SPECIMEN	E	E	E00816159	067		CC_BY_NC_4_0		Pelletier"," Yvon			2018-02-03T12:58Z		PRESUMED_NEGATED_LONGITUDE",,,,,,,,
"1563117010	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00816152	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia pleurota		SPECIES	Cladonia pleurota (Flörke) Schaer.	CA		98e934b0-5f31-11de-b67e-b8a03c50a862	50.2875	-63.8375			15.0	0.0			1996-07-21T02:00Z	21	7	1996	2607718	2607718	PRESERVED_SPECIMEN	E	E	E00816152	96-3879-C		CC_BY_NC_4_0		Roy"," Claude			2018-02-03T12:58Z		PRESUMED_NEGATED_LONGITUDE",,,,,,,,
"1563116862	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00816120	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia crispata	crispata	VARIETY	Cladonia crispata var. crispata	CA		98e934b0-5f31-11de-b67e-b8a03c50a862	50.266667	-63.543056			23.0	0.0			1996-07-20T02:00Z	20	7	1996	7186986	6606832	PRESERVED_SPECIMEN	E	E	E00816120	96-3867-C		CC_BY_NC_4_0		Roy"," Claude			2018-02-03T12:58Z		PRESUMED_NEGATED_LONGITUDE",,,,,,,,
"1563116757	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00816145	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia macrophylla		SPECIES	Cladonia macrophylla (Schaer.) Stenh.	CA		98e934b0-5f31-11de-b67e-b8a03c50a862	47.708333	-70.609722			860.0	0.0			1989-09-12T02:00Z	12	9	1989	2607629	2607629	PRESERVED_SPECIMEN	E	E	E00816145	89-1496-C		CC_BY_NC_4_0		Roy"," Claude			2018-02-03T12:58Z		PRESUMED_NEGATED_LONGITUDE",,,,,,,,
"1563116685	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00816137	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia amaurocraea		SPECIES	Cladonia amaurocraea (Flörke) Schaer.	CA		98e934b0-5f31-11de-b67e-b8a03c50a862	50.2625	-63.545833			23.0	0.0			1996-07-20T02:00Z	20	7	1996	7246667	7246667	PRESERVED_SPECIMEN	E	E	E00816137	96-3855-C		CC_BY_NC_4_0		Roy"," Claude			2018-02-03T12:58Z		PRESUMED_NEGATED_LONGITUDE",,,,,,,,
"1563116209	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00816144	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia deformis		SPECIES	Cladonia deformis (L.) Hoffm.	CA		98e934b0-5f31-11de-b67e-b8a03c50a862	50.277778	-65.534722			110.0	0.0			1996-07-24T02:00Z	24	7	1996	9075436	9075436	PRESERVED_SPECIMEN	E	E	E00816144	96-3912-C		CC_BY_NC_4_0		Roy"," Claude			2018-02-03T12:58Z		PRESUMED_NEGATED_LONGITUDE",,,,,,,,
"1563116122	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00816177	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia gracilis	turbinata	SUBSPECIES	Cladonia gracilis subsp. turbinata (Ach.) Ahti	CA	Parc des Laurentides	98e934b0-5f31-11de-b67e-b8a03c50a862	48.061111	-71.247222			2650.0	0.0			1981-08-11T02:00Z	11	8	1981	2607597	2607596	PRESERVED_SPECIMEN	E	E	E00816177	889		CC_BY_NC_4_0		Ayotte"," Gilles			2018-02-03T12:58Z		",,,,,,,,
"1563115866	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00816142	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia boryi		SPECIES	Cladonia boryi Tuck.	CA		98e934b0-5f31-11de-b67e-b8a03c50a862	50.2875	-63.8375			15.0	0.0			1996-07-21T02:00Z	21	7	1996	7246785	7246785	PRESERVED_SPECIMEN	E	E	E00816142	96-3880-C		CC_BY_NC_4_0		Roy"," Claude			2018-02-03T12:58Z		PRESUMED_NEGATED_LONGITUDE",,,,,,,,
"1563115783	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00816072	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia cariosa		SPECIES	Cladonia cariosa (Ach.) Spreng.	GB	Bagmoor	98e934b0-5f31-11de-b67e-b8a03c50a862									1999-08-15T02:00Z	15	8	1999	2607655	2607655	PRESERVED_SPECIMEN	E	E	E00816072			CC_BY_NC_4_0		Seaward"," M.R.D.			2018-02-03T12:58Z		",,,,,,,,
"1563115581	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00816136	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia amaurocraea		SPECIES	Cladonia amaurocraea (Flörke) Schaer.	CA		98e934b0-5f31-11de-b67e-b8a03c50a862	48.142222	-69.25							1995-06-30T02:00Z	30	6	1995	7246667	7246667	PRESERVED_SPECIMEN	E	E	E00816136	95-3469-C		CC_BY_NC_4_0		Roy"," Claude			2018-02-03T12:58Z		PRESUMED_NEGATED_LONGITUDE",,,,,,,,
"1563115543	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00816119	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia crispata	crispata	VARIETY	Cladonia crispata var. crispata	CA	Comte de Porneuf"," Station forestiere de Duchesnay	98e934b0-5f31-11de-b67e-b8a03c50a862	46.905556	-71.725							1992-01-20T01:00Z	20	1	1992	7186986	6606832	PRESERVED_SPECIMEN	E	E	E00816119	90-1615-C		CC_BY_NC_4_0		Claude"," Roy			2018-02-03T12:58Z		PRESUMED_NEGATED_LONGITUDE",,,,,,,
"1563115239	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00816176	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia stellaris		SPECIES	Cladonia stellaris (Opiz) Pouzar & Vezda	CA	Mingan CTE Saguenay: 3 kilometres au nord de la jonction entre la rout 138 et le chemin de l'hydro menant aux chutes de la riviere	98e934b0-5f31-11de-b67e-b8a03c50a862									1981-06-18T02:00Z	18	6	1981	2607712	2607712	PRESERVED_SPECIMEN	E	E	E00816176	53		CC_BY_NC_4_0		Clement"," Daniel			2018-02-03T12:58Z		",,,,,,,,
"1563115081	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00816123	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia coccifera		SPECIES	Cladonia coccifera (L.) Willd.	CA		98e934b0-5f31-11de-b67e-b8a03c50a862	47.708333	-70.609722			860.0	0.0			1989-09-12T02:00Z	12	9	1989	7246653	7246653	PRESERVED_SPECIMEN	E	E	E00816123	89-1499-C		CC_BY_NC_4_0		Roy"," Claude			2018-02-03T12:58Z		PRESUMED_NEGATED_LONGITUDE",,,,,,,,
"1563114907	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00816124	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia cornuta		SPECIES	Cladonia cornuta (L.) Hoffm.	CA		98e934b0-5f31-11de-b67e-b8a03c50a862	47.637778	-71.204722			800.0	0.0			1997-08-08T02:00Z	8	8	1997	2607625	2607625	PRESERVED_SPECIMEN	E	E	E00816124	97-4035-C		CC_BY_NC_4_0		Roy"," Claude			2018-02-03T12:58Z		PRESUMED_NEGATED_LONGITUDE",,,,,,,,
"1563114752	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00816164	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia arbuscula		SPECIES	Cladonia mitis Sandst.	DK	Northwest Jutland: Vigso"," east of Hanstholm	98e934b0-5f31-11de-b67e-b8a03c50a862									1970-05-28T01:00Z	28	5	1970	2607650	2607648	PRESERVED_SPECIMEN	E	E	E00816164			CC_BY_NC_4_0		Christiansen"," M. Skytte			2018-02-03T12:58Z		",,,,,,,
"1563114748	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00816122	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia verticillata	verticillata	SUBSPECIES	Cladonia cervicornis subsp. verticillata (Hoffm.) Ahti	CA		98e934b0-5f31-11de-b67e-b8a03c50a862	57.756944	-76.316667			115.0	0.0			1994-06-28T02:00Z	28	6	1994	2607672	2607673	PRESERVED_SPECIMEN	E	E	E00816122	94-2759-C		CC_BY_NC_4_0		Roy"," Claude			2018-02-03T12:58Z		PRESUMED_NEGATED_LONGITUDE",,,,,,,,
"1563114648	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00816143	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia rangiferina		SPECIES	Cladonia rangiferina (L.) Weber ex F.H.Wigg.	CA		98e934b0-5f31-11de-b67e-b8a03c50a862	50.2625	-63.545833			23.0	0.0			1996-07-20T02:00Z	20	7	1996	2607708	2607708	PRESERVED_SPECIMEN	E	E	E00816143	96-3856-C		CC_BY_NC_4_0		Roy"," Claude			2018-02-03T12:58Z		PRESUMED_NEGATED_LONGITUDE",,,,,,,,
"1563114442	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00816162	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia cornuta		SPECIES	Cladonia cornuta (L.) Hoffm.	SE	Forsheda"," W of Varnamo	98e934b0-5f31-11de-b67e-b8a03c50a862					150.0	0.0			1970-07-29T01:00Z	29	7	1970	2607625	2607625	PRESERVED_SPECIMEN	E	E	E00816162	70.372		CC_BY_NC_4_0		Christiansen"," M. Skytte			2018-02-03T12:58Z		",,,,,,,
"1563114213	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00816163	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia arbuscula	arbuscula	SUBSPECIES	Cladonia arbuscula subsp. arbuscula	SE	Raabjaerg	98e934b0-5f31-11de-b67e-b8a03c50a862									1968-10-05T01:00Z	5	10	1968	7186976	2607648	PRESERVED_SPECIMEN	E	E	E00816163	68.212","A		CC_BY_NC_4_0		Christiansen"," M. Skytte			2018-02-03T12:58Z		",,,,,,,
"1500366631	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00817848	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia			GENUS	Cladonia P.Browne	BZ	Mountain Pine Ridge Forest Reserve"," c. 2 km SE of Blancaneau lodge.	98e934b0-5f31-11de-b67e-b8a03c50a862	17.019444	-88.913333			614.0	0.0			2014-01-15T01:00Z	15	1	2014	2607519		PRESERVED_SPECIMEN	E	E	E00817848	10		CC_BY_NC_4_0		Hannam"," Gwendolyn			2018-02-04T14:39Z		",,,,,,,
"1500365172	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00817836	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia rangiformis		SPECIES	Cladonia rangiformis Hoffm.	DE	Baden-Wurttemberg"," Main-Tauber district	98e934b0-5f31-11de-b67e-b8a03c50a862	49.5725	9.725278			350.0	0.0			2016-04-07T02:00Z	7	4	2016	7246697	7246697	PRESERVED_SPECIMEN	E	E	E00817836	56250		CC_BY_NC_4_0		Turk"," Roman			2018-02-04T14:39Z		",,,,,,,
"1500365081	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00817846	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia			GENUS	Cladonia P.Browne	BZ	Mountain Pine Ridge Forest Reserve"," c. 2 km SE of Blancaneau lodge.	98e934b0-5f31-11de-b67e-b8a03c50a862	17.019444	-88.913333			614.0	0.0			2014-01-15T01:00Z	15	1	2014	2607519		PRESERVED_SPECIMEN	E	E	E00817846	10		CC_BY_NC_4_0		Hannam"," Gwendolyn			2018-02-04T14:39Z		",,,,,,,
"1500364907	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00817856	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia fimbriata		SPECIES	Cladonia fimbriata (L.) Fr.	AT	Steiermark (=Styria)", Eastern Alps, Styrian Fringe Mountains," Joglland	98e934b0-5f31-11de-b67e-b8a03c50a862	47.380556	15.791667			1040.0	0.0			2003-10-11T02:00Z	11	10	2003	2607701	2607701	PRESERVED_SPECIMEN	E	E	E00817856	61736		CC_BY_NC_4_0		Hafellner"," Joseph			2018-02-04T14:39Z		",,,,,
"1500364495	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00817847	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia			GENUS	Cladonia P.Browne	BZ	Mountain Pine Ridge Forest Reserve"," c. 2 km SE of Blancaneau lodge.	98e934b0-5f31-11de-b67e-b8a03c50a862	17.019444	-88.913333			614.0	0.0			2014-01-15T01:00Z	15	1	2014	2607519		PRESERVED_SPECIMEN	E	E	E00817847	10		CC_BY_NC_4_0		Hannam"," Gwendolyn			2018-02-04T14:39Z		",,,,,,,
"1454581529	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00817722	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia glauca		SPECIES	Cladonia glauca Flörke	GB	Glen Quoich", Mar Forest," Braemar	98e934b0-5f31-11de-b67e-b8a03c50a862									2008-04-05T02:00Z	5	4	2008	8658446	8658446	PRESERVED_SPECIMEN	E	E	E00817722	0008		CC_BY_NC_4_0		Sutcliffe"," Mike			2018-02-05T03:47Z		",,,,,,
"1454581241	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00817791	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia coccifera		SPECIES	Cladonia coccifera (L.) Willd.	GB	Ladybower Wood	98e934b0-5f31-11de-b67e-b8a03c50a862									1988-01-31T01:00Z	31	1	1988	7246653	7246653	PRESERVED_SPECIMEN	E	E	E00817791	34		CC_BY_NC_4_0		Sutcliffe"," Mike			2018-02-05T03:47Z		",,,,,,,,
"1454580379	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00817735	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia			GENUS	Cladonia P.Browne	GB	Pithouse Crags	98e934b0-5f31-11de-b67e-b8a03c50a862													2607519		PRESERVED_SPECIMEN	E	E	E00817735			CC_BY_NC_4_0		Sutcliffe"," Mike			2018-02-05T03:47Z		",,,,,,,,
"1454579982	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00817830	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia polydactyla	polydactyla	VARIETY	Cladonia polydactyla var. polydactyla	GB	Baldersdale Woodland SSSI"," unit 3	98e934b0-5f31-11de-b67e-b8a03c50a862									2006-12-06T01:00Z	6	12	2006	7246899	2607641	PRESERVED_SPECIMEN	E	E	E00817830			CC_BY_NC_4_0		Sutcliffe"," Mike			2018-02-05T03:47Z		",,,,,,,
"1454579678	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00817758	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia pyxidata		SPECIES	Cladonia pyxidata (L.) Hoffm.	GB	Whitchester Crag (East)"," Bellingham	98e934b0-5f31-11de-b67e-b8a03c50a862									2006-02-22T01:00Z	22	2	2006	2607695	2607695	PRESERVED_SPECIMEN	E	E	E00817758	0067		CC_BY_NC_4_0		Sutcliffe"," Mike			2018-02-05T03:47Z		",,,,,,,
"1454579344	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00817724	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia			GENUS	Cladonia P.Browne	GB	near Pithouse Crags	98e934b0-5f31-11de-b67e-b8a03c50a862													2607519		PRESERVED_SPECIMEN	E	E	E00817724			CC_BY_NC_4_0		Sutcliffe"," Mike			2018-02-05T03:47Z		",,,,,,,,
"1454562920	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00817728	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia fimbriata		SPECIES	Cladonia fimbriata (L.) Fr.	GB	near High Rigg", Keswick," Cumbria	98e934b0-5f31-11de-b67e-b8a03c50a862									2011-01-01T01:00Z	1	1	2011	2607701	2607701	PRESERVED_SPECIMEN	E	E	E00817728	0184		CC_BY_NC_4_0		Sutcliffe"," Mike			2018-02-05T03:46Z		",,,,,,
"1454562865	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00817831	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia chlorophaea		SPECIES	Cladonia chlorophaea (Flörke ex Sommerf.) Spreng.	GB	Ladybower Wood	98e934b0-5f31-11de-b67e-b8a03c50a862									1987-01-31T01:00Z	31	1	1987	2607697	2607697	PRESERVED_SPECIMEN	E	E	E00817831	26		CC_BY_NC_4_0		Sutcliffe"," Mike			2018-02-05T03:46Z		",,,,,,,,
"1454545624	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00817807	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia coccifera		SPECIES	Cladonia coccifera (L.) Willd.	GB	Ladybowen Wood	98e934b0-5f31-11de-b67e-b8a03c50a862													7246653	7246653	PRESERVED_SPECIMEN	E	E	E00817807	36		CC_BY_NC_4_0		Sutcliffe"," Mike			2018-02-05T03:46Z		",,,,,,,,
"1454545316	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00817757	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia macilenta		SPECIES	Cladonia macilenta Hoffm.	GB	Whitchester Crag (East)"," Bellingham	98e934b0-5f31-11de-b67e-b8a03c50a862													7246716	7246716	PRESERVED_SPECIMEN	E	E	E00817757	0068		CC_BY_NC_4_0		Sutcliffe"," Mike			2018-02-05T03:46Z		",,,,,,,
"1454545243	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00817734	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia			GENUS	Cladonia P.Browne	GB	Pithouse Crag"," Kielder Forest	98e934b0-5f31-11de-b67e-b8a03c50a862									2006-02-24T01:00Z	24	2	2006	2607519		PRESERVED_SPECIMEN	E	E	E00817734			CC_BY_NC_4_0		Sutcliffe"," Mike			2018-02-05T03:46Z		",,,,,,,
"1454544406	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00817732	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia			GENUS	Cladonia P.Browne	GB	Ninebanks"," West Allandale	98e934b0-5f31-11de-b67e-b8a03c50a862									2006-02-03T01:00Z	3	2	2006	2607519		PRESERVED_SPECIMEN	E	E	E00817732	0037		CC_BY_NC_4_0		Sutcliffe"," Mike			2018-02-05T03:46Z		",,,,,,,
"1454544277	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00817793	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia coccifera		SPECIES	Cladonia coccifera (L.) Willd.	GB	Westend Valley"," Upper Derwent Valley	98e934b0-5f31-11de-b67e-b8a03c50a862									1988-02-10T01:00Z	10	2	1988	7246653	7246653	PRESERVED_SPECIMEN	E	E	E00817793			CC_BY_NC_4_0		Sutcliffe"," Mike			2018-02-05T03:46Z		",,,,,,,
"1454544067	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00817801	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia crispata	crispata	VARIETY	Cladonia crispata var. crispata	GB	Glen Quoich	98e934b0-5f31-11de-b67e-b8a03c50a862									2017-04-05T02:00Z	5	4	2017	7186986	6606832	PRESERVED_SPECIMEN	E	E	E00817801			CC_BY_NC_4_0		Dahl"," Dat.			2018-02-05T03:46Z		",,,,,,,,
"1454544059	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00817740	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia uncialis	biuncialis	SUBSPECIES	Cladonia uncialis subsp. biuncialis (Hoffm.) M.Choisy	GB	Whitechester Grag (East)"," Bellingham	98e934b0-5f31-11de-b67e-b8a03c50a862									2006-02-22T01:00Z	22	2	2006	2607638	6606867	PRESERVED_SPECIMEN	E	E	E00817740	0062		CC_BY_NC_4_0		Sutcliffe"," Mike			2018-02-05T03:46Z		",,,,,,,
"1454543956	bf2a4bf0-5f31-11de-b67e-b8a03c50a862	http://data.rbge.org.uk/herb/E00817759	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia gracilis		SPECIES	Cladonia gracilis (L.) Willd.	GB	Whitchester Crag (East)"," Bellingham	98e934b0-5f31-11de-b67e-b8a03c50a862									2006-02-22T01:00Z	22	2	2006	2607596	2607596	PRESERVED_SPECIMEN	E	E	E00817759	0066		CC_BY_NC_4_0		Sutcliffe"," Mike			2018-02-05T03:46Z		",,,,,,,
