gbifid,datasetkey,occurrenceid,kingdom,phylum,class,order,family,genus,species,infraspecificepithet,taxonrank,scientificname,countrycode,locality,publishingorgkey,decimallatitude,decimallongitude,coordinateuncertaintyinmeters,coordinateprecision,elevation,elevationaccuracy,depth,depthaccuracy,eventdate,day,month,year,taxonkey,specieskey,basisofrecord,institutioncode,collectioncode,catalognumber,recordnumber,identifiedby,license,rightsholder,recordedby,typestatus,establishmentmeans,lastinterpreted,mediatype,issue
1143573110,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739875,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Place Fell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143573105,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739917,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Helleborus,Helleborus viridis,,SPECIES,Helleborus viridis L.,GB,Coton,98e934b0-5f31-11de-b67e-b8a03c50a862,52.192778,0.063056,,,,,,,1828-03-04T01:00Z,4,3,1828,3033108,3033108,PRESERVED_SPECIMEN,E,E,E00739917,,,CC_BY_NC_4_0,,Henslow,,,,,
1143573093,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739797,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Bute,98e934b0-5f31-11de-b67e-b8a03c50a862,55.75,-5.25,,,,,,,1843-01-01T01:00Z,,,1843,8165236,8165236,PRESERVED_SPECIMEN,E,E,E00739797,,,CC_BY_NC_4_0,,,,,2017-10-06T15:43Z,,GEODETIC_DATUM_ASSUMED_WGS84
1143573091,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739676,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Glen Phie [Corrie Fee],98e934b0-5f31-11de-b67e-b8a03c50a862,56.866389,-3.216667,,,,,,,1863-08-07T01:00Z,7,8,1863,8165236,8165236,PRESERVED_SPECIMEN,E,E,E00739676,,,CC_BY_NC_4_0,,Fraser,,,,,
1143573089,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739874,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Teesdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143573088,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739879,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Keswick,98e934b0-5f31-11de-b67e-b8a03c50a862,54.6,-3.116667,,,,,,,1883-09-08T01:00Z,8,9,1883,8165236,8165236,PRESERVED_SPECIMEN,E,E,E00739879,,,CC_BY_NC_4_0,,Craig-Christie,,,,,
1143573075,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739912,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Helleborus,Helleborus viridis,,SPECIES,Helleborus viridis L.,GB,Bix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143573067,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739902,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Helleborus,Helleborus viridis,,SPECIES,Helleborus viridis L.,GB,Cliff Wood,98e934b0-5f31-11de-b67e-b8a03c50a862,51.2,1,,,,,,,1803-01-01T01:00Z,,,1803,3033108,3033108,PRESERVED_SPECIMEN,E,E,E00739902,,,CC_BY_NC_4_0,,Backhouse,,,,,
1143573065,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739866,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,on mountains of Clova,98e934b0-5f31-11de-b67e-b8a03c50a862,56.833333,-3.1,,,,,,,1826-08-10T01:00Z,10,8,1826,8165236,8165236,PRESERVED_SPECIMEN,E,E,E00739866,,,CC_BY_NC_4_0,,,,,2017-10-06T15:43Z,,GEODETIC_DATUM_ASSUMED_WGS84
1143573057,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739803,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Ben Lui,98e934b0-5f31-11de-b67e-b8a03c50a862,56.396111,-4.809722,,,610,0,,,1853-08-27T01:00Z,27,8,1853,8165236,8165236,PRESERVED_SPECIMEN,E,E,E00739803,,,CC_BY_NC_4_0,,L.a. Lauener[?],,,2017-10-06T15:43Z,,GEODETIC_DATUM_ASSUMED_WGS84
1143573051,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739739,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,Primula acaulis,,SPECIES,Primula vulgaris Hudson,GB,Hoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143573050,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739737,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,Primula acaulis,,SPECIES,Primula vulgaris Hudson,GB,St Kilda,98e934b0-5f31-11de-b67e-b8a03c50a862,57.8,-8.633333,,,,,,,1889-01-01T01:00Z,,,1889,5414335,7290926,PRESERVED_SPECIMEN,E,E,E00739737,,,CC_BY_NC_4_0,,Gibson,,,,,
1143573044,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739870,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Widdybank fell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143573024,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739695,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,Primula acaulis,,SPECIES,Primula vulgaris Hudson,GB,from the banks of the Tay and near Bothwick Castle [co-ords for the castle],98e934b0-5f31-11de-b67e-b8a03c50a862,55.826111,-3.007222,,,,,,,1835-01-01T01:00Z,,,1835,5414335,7290926,PRESERVED_SPECIMEN,E,E,E00739695,,,CC_BY_NC_4_0,,,,,2017-10-06T15:43Z,,GEODETIC_DATUM_ASSUMED_WGS84
1143573015,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739715,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,Primula acaulis,,SPECIES,Primula vulgaris Hudson,GB,Grangemuir,98e934b0-5f31-11de-b67e-b8a03c50a862,56.226111,-2.744722,,,,,,,1838-05-08T01:00Z,8,5,1838,5414335,7290926,PRESERVED_SPECIMEN,E,E,E00739715,1386,,CC_BY_NC_4_0,,Goodsir,,,,,
1143573007,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739665,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Ben Lawers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143572994,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739925,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Helleborus,Helleborus viridis,,SPECIES,Helleborus viridis L.,GB,Tunstall Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143572991,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739714,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,Primula acaulis,,SPECIES,Primula vulgaris Hudson,GB,Morton wood near Aberdour,98e934b0-5f31-11de-b67e-b8a03c50a862,56.054167,-3.298056,,,,,,,1849-04-26T01:00Z,26,4,1849,5414335,7290926,PRESERVED_SPECIMEN,E,E,E00739714,,,CC_BY_NC_4_0,,Lindsay,,,,,
1143572984,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739842,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Glenogle,98e934b0-5f31-11de-b67e-b8a03c50a862,56.4,-4.333333,,,,,,,1837-07-11T01:00Z,11,7,1837,8165236,8165236,PRESERVED_SPECIMEN,E,E,E00739842,,,CC_BY_NC_4_0,,,,,2017-10-06T15:43Z,,GEODETIC_DATUM_ASSUMED_WGS84
1143572975,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739843,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Glen Coe,98e934b0-5f31-11de-b67e-b8a03c50a862,56.666667,-5.083333,,,,,,,1837-07-03T01:00Z,3,7,1837,8165236,8165236,PRESERVED_SPECIMEN,E,E,E00739843,,,CC_BY_NC_4_0,,,,,2017-10-06T15:43Z,,GEODETIC_DATUM_ASSUMED_WGS84
1143572974,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739791,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Bute,98e934b0-5f31-11de-b67e-b8a03c50a862,55.75,-5.25,,,,,,,1842-01-01T01:00Z,,,1842,8165236,8165236,PRESERVED_SPECIMEN,E,E,E00739791,,,CC_BY_NC_4_0,,Thomson,,,,,
1143572973,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739790,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Ben Vorlich,98e934b0-5f31-11de-b67e-b8a03c50a862,56.333333,-4.233333,,,,,,,1866-07-28T01:00Z,28,7,1866,8165236,8165236,PRESERVED_SPECIMEN,E,E,E00739790,,,CC_BY_NC_4_0,,Craig-Christie,,,,,
1143572962,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739914,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Helleborus,Helleborus viridis,,SPECIES,Helleborus viridis L.,GB,Coton,98e934b0-5f31-11de-b67e-b8a03c50a862,52.192778,0.063056,,,,,,,1827-01-01T01:00Z,,,1827,3033108,3033108,PRESERVED_SPECIMEN,E,E,E00739914,,,CC_BY_NC_4_0,,Henslow,,,,,
1143572957,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739864,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Mull of Kintyre[?],98e934b0-5f31-11de-b67e-b8a03c50a862,55.3,-5.8,,,,,,,1844-08-13T01:00Z,13,8,1844,8165236,8165236,PRESERVED_SPECIMEN,E,E,E00739864,,,CC_BY_NC_4_0,,,,,2017-10-06T15:43Z,,GEODETIC_DATUM_ASSUMED_WGS84
1143572956,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739865,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Ayr,98e934b0-5f31-11de-b67e-b8a03c50a862,55.457222,-4.628056,,,,,,,1855-01-01T01:00Z,,,1855,8165236,8165236,PRESERVED_SPECIMEN,E,E,E00739865,,,CC_BY_NC_4_0,,Maely,,,2017-10-06T15:43Z,,GEODETIC_DATUM_ASSUMED_WGS84
1143572938,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739796,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Glen Callater,98e934b0-5f31-11de-b67e-b8a03c50a862,56.942778,-3.353056,,,,,,,1847-08-18T01:00Z,18,8,1847,8165236,8165236,PRESERVED_SPECIMEN,E,E,E00739796,,,CC_BY_NC_4_0,,Murchison,,,,,
1143572917,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739662,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Balquhidder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143572910,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739682,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Glen Doll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143572906,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739775,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,Primula acaulis,,SPECIES,Primula vulgaris Hudson,IE,Wicklow,98e934b0-5f31-11de-b67e-b8a03c50a862,53,-6.416667,,,,,,,1882-01-01T01:00Z,,,1882,5414335,7290926,PRESERVED_SPECIMEN,E,E,E00739775,,,CC_BY_NC_4_0,,,,,2017-10-06T15:43Z,,GEODETIC_DATUM_ASSUMED_WGS84
1143572905,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739776,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,Primula acaulis,,SPECIES,Primula vulgaris Hudson,IE,Holly Park,98e934b0-5f31-11de-b67e-b8a03c50a862,53.416667,-6.25,,,,,,,1839-01-01T01:00Z,,,1839,5414335,7290926,PRESERVED_SPECIMEN,E,E,E00739776,,,CC_BY_NC_4_0,,S. Boot[?],,,2017-10-06T15:43Z,,GEODETIC_DATUM_ASSUMED_WGS84
1143572890,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739877,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,stream in Red Tarn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143572883,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739788,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Cardross,98e934b0-5f31-11de-b67e-b8a03c50a862,55.966667,-4.633333,,,,,,,1883-08-11T01:00Z,11,8,1883,8165236,8165236,PRESERVED_SPECIMEN,E,E,E00739788,,,CC_BY_NC_4_0,,Somerville,,,,,
1143572879,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739860,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Curtis's garden,98e934b0-5f31-11de-b67e-b8a03c50a862,56,-4,,,,,,,1796-07-14T01:00Z,14,7,1796,8165236,8165236,PRESERVED_SPECIMEN,E,E,E00739860,102,,CC_BY_NC_4_0,,Curtis,,,2017-10-06T15:43Z,,GEODETIC_DATUM_ASSUMED_WGS84
1143572878,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739840,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,rocks at the OC[?],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143572867,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739839,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Clova,98e934b0-5f31-11de-b67e-b8a03c50a862,56.833333,-3.1,,,,,,,1837-08-25T01:00Z,25,8,1837,8165236,8165236,PRESERVED_SPECIMEN,E,E,E00739839,,,CC_BY_NC_4_0,,,,,2017-10-06T15:43Z,,GEODETIC_DATUM_ASSUMED_WGS84
1143572866,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739920,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Helleborus,Helleborus viridis,,SPECIES,Helleborus viridis L.,GB,Leigh woods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143572858,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739769,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,Primula acaulis,,SPECIES,Primula vulgaris Hudson,GB,Belford,98e934b0-5f31-11de-b67e-b8a03c50a862,55.598611,-1.828889,,,,,,,1883-01-01T01:00Z,,,1883,5414335,7290926,PRESERVED_SPECIMEN,E,E,E00739769,,,CC_BY_NC_4_0,,Terras,,,,,
1143572856,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739675,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Ben Vorlich,98e934b0-5f31-11de-b67e-b8a03c50a862,56.333333,-4.233333,,,,,,,1864-08-10T01:00Z,10,8,1864,8165236,8165236,PRESERVED_SPECIMEN,E,E,E00739675,,,CC_BY_NC_4_0,,Fraser,,,,,
1143572848,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739900,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Helleborus,Helleborus viridis,,SPECIES,Helleborus viridis L.,GB,Weston mill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143572847,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739801,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Dalmally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143572835,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739809,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Castleton of Braemar,98e934b0-5f31-11de-b67e-b8a03c50a862,57.006111,-3.398333,,,,,,,1831-01-01T01:00Z,,,1831,8165236,8165236,PRESERVED_SPECIMEN,E,E,E00739809,,,CC_BY_NC_4_0,,,,,2017-10-06T15:43Z,,GEODETIC_DATUM_ASSUMED_WGS84
1143572820,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739693,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,Primula acaulis,,SPECIES,Primula vulgaris Hudson,GB,Banks of the Tyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143572816,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739661,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Ben Lawers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143572809,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739710,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,Primula acaulis,,SPECIES,Primula vulgaris Hudson,GB,Hopetown Woods,98e934b0-5f31-11de-b67e-b8a03c50a862,55.982222,-3.471944,,,,,,,1873-04-30T01:00Z,30,4,1873,5414335,7290926,PRESERVED_SPECIMEN,E,E,E00739710,,,CC_BY_NC_4_0,,,,,2017-10-06T15:43Z,,GEODETIC_DATUM_ASSUMED_WGS84
1143572808,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739700,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,Primula acaulis,,SPECIES,Primula vulgaris Hudson,GB,Colinton Woods,98e934b0-5f31-11de-b67e-b8a03c50a862,55.909444,-3.254444,,,,,,,1847-04-23T01:00Z,23,4,1847,5414335,7290926,PRESERVED_SPECIMEN,E,E,E00739700,,,CC_BY_NC_4_0,,,,,2017-10-06T15:43Z,,GEODETIC_DATUM_ASSUMED_WGS84
1143572805,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739765,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,Primula acaulis,,SPECIES,Primula vulgaris Hudson,GB,Meopham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143572799,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739795,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Ballater,98e934b0-5f31-11de-b67e-b8a03c50a862,57.05,-3.05,,,,,,,1847-08-09T01:00Z,9,8,1847,8165236,8165236,PRESERVED_SPECIMEN,E,E,E00739795,,,CC_BY_NC_4_0,,Murchison,,,,,
1143572786,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739701,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,Primula acaulis,,SPECIES,Primula vulgaris Hudson,GB,Roslyn [Roslin],98e934b0-5f31-11de-b67e-b8a03c50a862,55.855278,-3.161944,,,,,,,1835-05-04T01:00Z,4,5,1835,5414335,7290926,PRESERVED_SPECIMEN,E,E,E00739701,,,CC_BY_NC_4_0,,Southwaite,,,,,
1143572785,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739711,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,Primula acaulis,,SPECIES,Primula vulgaris Hudson,GB,Queensferry,98e934b0-5f31-11de-b67e-b8a03c50a862,55.989444,-3.391111,,,,,,,1836-01-01T01:00Z,,,1836,5414335,7290926,PRESERVED_SPECIMEN,E,E,E00739711,,,CC_BY_NC_4_0,,,,,2017-10-06T15:43Z,,GEODETIC_DATUM_ASSUMED_WGS84
1143572767,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739709,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,Primula acaulis,,SPECIES,Primula vulgaris Hudson,GB,Colinton,98e934b0-5f31-11de-b67e-b8a03c50a862,55.908611,-3.254444,,,,,,,1831-01-01T01:00Z,,,1831,5414335,7290926,PRESERVED_SPECIMEN,E,E,E00739709,,,CC_BY_NC_4_0,,,,,2017-10-06T15:43Z,,GEODETIC_DATUM_ASSUMED_WGS84
1143572754,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739742,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,Primula acaulis,,SPECIES,Primula vulgaris Hudson,GB,Gourock,98e934b0-5f31-11de-b67e-b8a03c50a862,55.957778,-4.821667,,,,,,,1849-06-02T01:00Z,2,6,1849,5414335,7290926,PRESERVED_SPECIMEN,E,E,E00739742,267-2,,CC_BY_NC_4_0,,,,,2017-10-06T15:43Z,,GEODETIC_DATUM_ASSUMED_WGS84
1143572746,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739753,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,Primula acaulis,,SPECIES,Primula vulgaris Hudson,GB,Lochy [Lochy Water],98e934b0-5f31-11de-b67e-b8a03c50a862,57.280556,-3.443333,,,,,,,1844-08-02T01:00Z,2,8,1844,5414335,7290926,PRESERVED_SPECIMEN,E,E,E00739753,,,CC_BY_NC_4_0,,,,,2017-10-06T15:43Z,,GEODETIC_DATUM_ASSUMED_WGS84
1143572745,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739762,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,Primula acaulis,,SPECIES,Primula vulgaris Hudson,GB,Cambridgeshire,98e934b0-5f31-11de-b67e-b8a03c50a862,52.333333,0.083333,,,,,,,1837-01-01T01:00Z,,,1837,5414335,7290926,PRESERVED_SPECIMEN,E,E,E00739762,,,CC_BY_NC_4_0,,Baker,,,2017-10-06T15:43Z,,GEODETIC_DATUM_ASSUMED_WGS84
1143572734,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739838,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Island of Hoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143572729,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739873,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Buttermere,98e934b0-5f31-11de-b67e-b8a03c50a862,54.533333,-3.266667,,,,,,,1840-07-15T01:00Z,15,7,1840,8165236,8165236,PRESERVED_SPECIMEN,E,E,E00739873,,,CC_BY_NC_4_0,,Dickinson,,,,,
1143572721,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739861,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,,98e934b0-5f31-11de-b67e-b8a03c50a862,56,-4,,,,,,,1797-06-19T01:00Z,19,6,1797,8165236,8165236,PRESERVED_SPECIMEN,E,E,E00739861,,,CC_BY_NC_4_0,,Curtis,,,,,
1143572712,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,http://data.rbge.org.uk/herb/E00739807,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga aizoides,,SPECIES,Saxifraga aizoides L.,GB,Little Craigandal [Creag an Dail Bheag],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
