gbifID	type	format	identifier	references	title	description	created	creator	contributor	publisher	audience	source	license	rightsHolder
1291797831	StillImage	image/jpeg	http://repo.rbge.org.uk/image_server.php?kind=1500&path_base64=L2hlcmJhcml1bV9zcGVjaW1lbl9zY2Fucy9FMDAvNzg2Lzk2My8xMDIyNTQ5LmpwZw==	http://data.rbge.org.uk/herb/E00786963	E00786963	Image of herbarium specimen E00786963 by Specimen Digitisation Pipeline		Specimen Digitisation Pipeline		Royal Botanic Garden Edinburgh			http://creativecommons.org/licenses/by-nc/3.0/	Copyright Royal Botanic Garden Edinburgh. Contact us for rights to commercial use.
1291797830	StillImage	image/jpeg	http://repo.rbge.org.uk/image_server.php?kind=1500&path_base64=L2hlcmJhcml1bV9zcGVjaW1lbl9zY2Fucy9FMDAvNzg2Lzk1My8xMDIyNTIyLmpwZw==	http://data.rbge.org.uk/herb/E00786953	E00786953	Image of herbarium specimen E00786953 by Specimen Digitisation Pipeline		Specimen Digitisation Pipeline		Royal Botanic Garden Edinburgh			http://creativecommons.org/licenses/by-nc/3.0/	Copyright Royal Botanic Garden Edinburgh. Contact us for rights to commercial use.
1291797550	StillImage	image/jpeg	http://repo.rbge.org.uk/image_server.php?kind=1500&path_base64=L2hlcmJhcml1bV9zcGVjaW1lbl9zY2Fucy9FMDAvNzg2Lzk3My8xMDIyNTc5LmpwZw==	http://data.rbge.org.uk/herb/E00786973	E00786973	Image of herbarium specimen E00786973 by Specimen Digitisation Pipeline		Specimen Digitisation Pipeline		Royal Botanic Garden Edinburgh			http://creativecommons.org/licenses/by-nc/3.0/	Copyright Royal Botanic Garden Edinburgh. Contact us for rights to commercial use.
1291797503	StillImage	image/jpeg	http://repo.rbge.org.uk/image_server.php?kind=1500&path_base64=L2hlcmJhcml1bV9zcGVjaW1lbl9zY2Fucy9FMDAvNzg2Lzk2MS8xMDIyNTQzLmpwZw==	http://data.rbge.org.uk/herb/E00786961	E00786961	Image of herbarium specimen E00786961 by Specimen Digitisation Pipeline		Specimen Digitisation Pipeline		Royal Botanic Garden Edinburgh			http://creativecommons.org/licenses/by-nc/3.0/	Copyright Royal Botanic Garden Edinburgh. Contact us for rights to commercial use.
1291797502	StillImage	image/jpeg	http://repo.rbge.org.uk/image_server.php?kind=1500&path_base64=L2hlcmJhcml1bV9zcGVjaW1lbl9zY2Fucy9FMDAvNzg2Lzk1MS8xMDIyNTEzLmpwZw==	http://data.rbge.org.uk/herb/E00786951	E00786951	Image of herbarium specimen E00786951 by Specimen Digitisation Pipeline		Specimen Digitisation Pipeline		Royal Botanic Garden Edinburgh			http://creativecommons.org/licenses/by-nc/3.0/	Copyright Royal Botanic Garden Edinburgh. Contact us for rights to commercial use.
1291797002	StillImage	image/jpeg	http://repo.rbge.org.uk/image_server.php?kind=1500&path_base64=L2hlcmJhcml1bV9zcGVjaW1lbl9zY2Fucy9FMDAvNzg2Lzk2Mi8xMDIyNTUyLmpwZw==	http://data.rbge.org.uk/herb/E00786962	E00786962	Image of herbarium specimen E00786962 by Specimen Digitisation Pipeline		Specimen Digitisation Pipeline		Royal Botanic Garden Edinburgh			http://creativecommons.org/licenses/by-nc/3.0/	Copyright Royal Botanic Garden Edinburgh. Contact us for rights to commercial use.
1291797001	StillImage	image/jpeg	http://repo.rbge.org.uk/image_server.php?kind=1500&path_base64=L2hlcmJhcml1bV9zcGVjaW1lbl9zY2Fucy9FMDAvNzg2Lzk1Mi8xMDIyNTE5LmpwZw==	http://data.rbge.org.uk/herb/E00786952	E00786952	Image of herbarium specimen E00786952 by Specimen Digitisation Pipeline		Specimen Digitisation Pipeline		Royal Botanic Garden Edinburgh			http://creativecommons.org/licenses/by-nc/3.0/	Copyright Royal Botanic Garden Edinburgh. Contact us for rights to commercial use.
1291796873	StillImage	image/jpeg	http://repo.rbge.org.uk/image_server.php?kind=1500&path_base64=L2hlcmJhcml1bV9zcGVjaW1lbl9zY2Fucy9FMDAvNzg1LzEyMi8xMDQ3ODIwLmpwZw==	http://data.rbge.org.uk/herb/E00785122	E00785122	Image of herbarium specimen E00785122 by Specimen Digitisation Pipeline		Specimen Digitisation Pipeline		Royal Botanic Garden Edinburgh			http://creativecommons.org/licenses/by-nc/3.0/	Copyright Royal Botanic Garden Edinburgh. Contact us for rights to commercial use.
1291796357	StillImage	image/jpeg	http://repo.rbge.org.uk/image_server.php?kind=1500&path_base64=L2hlcmJhcml1bV9zcGVjaW1lbl9zY2Fucy9FMDAvNzg1LzEyNi8xMDQ3MTAzLmpwZw==	http://data.rbge.org.uk/herb/E00785126	E00785126	Image of herbarium specimen E00785126 by Specimen Digitisation Pipeline		Specimen Digitisation Pipeline		Royal Botanic Garden Edinburgh			http://creativecommons.org/licenses/by-nc/3.0/	Copyright Royal Botanic Garden Edinburgh. Contact us for rights to commercial use.
1270063104	StillImage	image/jpeg	http://repo.rbge.org.uk/image_server.php?kind=1500&path_base64=L2hlcmJhcml1bV9zcGVjaW1lbl9zY2Fucy9FMDAvNzgwLzI5OC8xMTY3ODQ4LmpwZw==	http://data.rbge.org.uk/herb/E00780298	E00780298	Image of herbarium specimen E00780298 by Specimen Digitisation Pipeline		Specimen Digitisation Pipeline		Royal Botanic Garden Edinburgh			http://creativecommons.org/licenses/by-nc/3.0/	Copyright Royal Botanic Garden Edinburgh. Contact us for rights to commercial use.
