gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
1703257411																										http://data.rbge.org.uk/living/20171613																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20171613	20171613						not recorded							dead																											from a cultivated plant of known (indirect) wild origin																																							degrees minutes seconds																																													Cypripedium tibeticum King ex Rolfe (Red leaf)												Orchidaceae	Cypripedium		tibeticum						ICBN			
1703257410																										http://data.rbge.org.uk/living/20171614																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20171614	20171614						not recorded							dead																											from a cultivated plant of known (indirect) wild origin																																							degrees minutes seconds																																													Cypripedium micranthum Franch.												Orchidaceae	Cypripedium		micranthum						ICBN			
1703257409																										http://data.rbge.org.uk/living/20171615																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20171615	20171615						not recorded							dead																											from a cultivated plant of known (indirect) wild origin																																							degrees minutes seconds																																													Cypripedium fargesii Franch.												Orchidaceae	Cypripedium		fargesii						ICBN			
1703257391																										http://data.rbge.org.uk/living/20171612																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20171612	20171612						not recorded							dead																											from a cultivated plant of known (indirect) wild origin																																							degrees minutes seconds																																													Cypripedium cordigerum D.Don												Orchidaceae	Cypripedium		cordigerum						ICBN			
1677435096																										http://data.rbge.org.uk/living/20171380													2017-10-02 00:00:00															PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20171380	20171380						not recorded							alive																																																																		degrees minutes seconds																																													Stanhopea ruckeri Lindl.												Orchidaceae	Stanhopea		ruckeri						ICBN			
1677435091																										http://data.rbge.org.uk/living/20171386													2017-10-17 00:00:00															PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20171386	20171386						not recorded							alive						19716154*A Stanhopea hernadezii superba but ident as S. occulta but a good plant woth keepting so re-accessed. - FBI																					from a cultivated plant of known (indirect) wild origin																																							degrees minutes seconds																																													Stanhopea oculata (Lodd.) Lindl.												Orchidaceae	Stanhopea		oculata						ICBN			
1677435051																										http://data.rbge.org.uk/living/20042137													2017-10-02 00:00:00															PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20042137	20042137	2092	DeVogel; Bandisch; Vogel; Gravendeel				not recorded							alive																											collected directly from the wild													PG					Minj		2000	2000	2000 M																	degrees minutes seconds																																													Dendrobium chamaephytum Schltr.												Orchidaceae	Dendrobium		chamaephytum						ICBN			
1677435049																										http://data.rbge.org.uk/living/19351041													2017-10-09 00:00:00															PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/19351041	19351041						not recorded							alive																											insufficient information to determine wild or cultivated origin																																							degrees minutes seconds																																													Myoxanthus punctatus (Barb.Rodr.) Luer												Orchidaceae	Myoxanthus		punctatus						ICBN			
1563113174																										http://data.rbge.org.uk/living/19701174																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/19701174	19701174						not recorded							dead																											from a cultivated plant of known (indirect) wild origin																																							degrees minutes seconds																																													Epidendrum melinanthum Schltr.												Orchidaceae	Epidendrum		melinanthum						ICBN			
1563113161																										http://data.rbge.org.uk/living/19701178																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/19701178	19701178						not recorded							dead																											from a cultivated plant of known (indirect) wild origin																																							degrees minutes seconds																																													Masdevallia aff. civilis Rchb.f.												Orchidaceae	Masdevallia		civilis						ICBN			
1454505896																										http://data.rbge.org.uk/living/20170174																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20170174	20170174						not recorded							dead																											from a cultivated plant of known (indirect) wild origin																																							degrees minutes seconds																																													Dactylorhiza purpurella (T. & T.A.Stephenson) D.M. Moore & Soó												Orchidaceae	Dactylorhiza		purpurella						ICBN			
1306594007																										http://data.rbge.org.uk/living/19550772																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/19550772	19550772		Lae Star Mountains Expedition 1975				not recorded							dead																											from a cultivated plant of known (indirect) wild origin																																							degrees minutes seconds																																													Glomera												Orchidaceae	Glomera								ICBN			
1306593969																										http://data.rbge.org.uk/living/19630325																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/19630325	19630325						not recorded							dead																																																																		degrees minutes seconds																																													Eucosia papuana Schltr.												Orchidaceae	Eucosia		papuana						ICBN			
1305182342																										http://data.rbge.org.uk/living/20160431													2017-08-23 00:00:00															PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20160431	20160431						not recorded							alive																											from a cultivated plant of known (indirect) wild origin																																							degrees minutes seconds																																													Stanhopea ruckeri Lindl.												Orchidaceae	Stanhopea		ruckeri						ICBN			
1143572542																										http://data.rbge.org.uk/living/20151246																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20151246	20151246	65	Edinburgh, Howick Expedition to East Russia				not recorded							dead																		2015-09-12		255					2015-09-12		collected directly from the wild				Herbaceous perennial to 0.60M x 0.45M with widely elliptic leaves to 10cm x 10cm, mid green and hirsute above and below. Fruit a green cylindrical capsule to 3cm x 1cm. Localised in 80% shade in medium loam on a gentle North West facing hillside of dense broadleaf woodland under Quercus mongolica with regenerating Lespedeza bicolor, Corylus mandshurica and Acer pictum ssp. mono.									RU		Primorsky Krai	Schotosky District		In Woodland Walk to Lookout close to Campsite near Mt. Pidan.		195	195	195 M								43.172972	132.672278						43° 10' 22.7' E	132° 40' 20.2' E	degrees minutes seconds																																													Cypripedium macranthon Sw.												Orchidaceae	Cypripedium		macranthon						ICBN			
1051214792																										http://data.rbge.org.uk/living/20141463																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141463	20141463	0010 (S3/N3)	Aguilar, Jaime; Bungard, Stephan & Millas, Bertha				not recorded							dead																		2010-06-28		179					2010-06-28		from a cultivated plant not of known wild origin								Britain and Ireland					GB		Scotland	North Ebudes (VC 104)		Totescore, Scuddaburgh farm, Uig		13	13	13 M																	degrees minutes seconds																																													Dactylorhiza traunsteinerioides (Pugsley) Landwehr												Orchidaceae	Dactylorhiza		traunsteinerioides						ICBN			
1051214763																										http://data.rbge.org.uk/living/20141462																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141462	20141462	0019 (S5/N1)	Aguilar, Jaime; Horsman, Frank & Millas, Bertha				not recorded							dead																		2010-06-29		180					2010-06-29		from a cultivated plant not of known wild origin								Britain and Ireland					GB		Scotland	Outer Hebrides (VC 110)		Machair Robach, near the cemetery																					degrees minutes seconds																																													Dactylorhiza ebudensis (Wief.) D.Delforge												Orchidaceae	Dactylorhiza		ebudensis						ICBN			
1051214756																										http://data.rbge.org.uk/living/20141461																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141461	20141461	0017 (S4/N2)	Aguilar, Jaime; Horsman, Frank & Millas, Bertha				not recorded							dead																		2010-06-29		180					2010-06-29		from a cultivated plant not of known wild origin								Britain and Ireland					GB		Scotland	Outer Hebrides (VC 110)		Clachan Sands, near the cemetery at Druim na Croise																					degrees minutes seconds																																													Dactylorhiza ebudensis (Wief.) D.Delforge												Orchidaceae	Dactylorhiza		ebudensis						ICBN			
1051214731																										http://data.rbge.org.uk/living/19722230																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/19722230	19722230		Ratter, James Alexander				not recorded							dead																											insufficient information to determine wild or cultivated origin				Collected from a tree				E. Tropical South America					BR		Goias	Prefeitura Municipal de Padre Bernardo		Fazenda Pau Ferro												-15.150000	-48.283333						15° 09' W	48° 17' W	degrees minutes seconds																																													Gomesa fuscopetala (Hoehne) M.W. Chase & N.H. Williams												Orchidaceae	Gomesa		fuscopetala						ICBN			
1051214719																										http://data.rbge.org.uk/living/20141465																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141465	20141465	0014 (S4/N1)	Aguilar, Jaime; Horsman, Frank & Millas, Bertha				not recorded							dead																		2010-06-29		180					2010-06-29		from a cultivated plant not of known wild origin								Britain and Ireland					GB		Scotland	Outer Hebrides (VC 110)		Clachan Sands, near the cemetery at Druim na Croise																					degrees minutes seconds																																													Dactylorhiza ebudensis (Wief.) D.Delforge												Orchidaceae	Dactylorhiza		ebudensis						ICBN			
1051214712																										http://data.rbge.org.uk/living/20141464																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141464	20141464	0020 (S5/N2)	Aguilar, Jaime; Horsman, Frank & Millas, Bertha				not recorded							dead																		2010-06-29		180					2010-06-29		from a cultivated plant not of known wild origin								Britain and Ireland					GB		Scotland	Outer Hebrides (VC 110)		Machair Robach, near the cemetery																					degrees minutes seconds																																													Dactylorhiza ebudensis (Wief.) D.Delforge												Orchidaceae	Dactylorhiza		ebudensis						ICBN			
1051214693																										http://data.rbge.org.uk/living/20141468																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141468	20141468	0007 (S3/N1)	Aguilar, Jaime; Bungard, Stephan & Millas, Bertha				not recorded							dead																		2010-06-28		179					2010-06-28		from a cultivated plant not of known wild origin								Britain and Ireland					GB		Scotland	North Ebudes (VC 104)		Totescore, Scuddaburgh farm, Uig		13	13	13 M																	degrees minutes seconds																																													Dactylorhiza traunsteinerioides (Pugsley) Landwehr												Orchidaceae	Dactylorhiza		traunsteinerioides						ICBN			
1051214656																										http://data.rbge.org.uk/living/19771769																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/19771769	19771769	R4186					not recorded							dead																		February 1977		46					February 1977		insufficient information to determine wild or cultivated origin								E. Tropical South America					BR		Distrito Federál			Fazenda Agua Limpa, c. 18 km SSW of Brasilia TV tower.																					degrees minutes seconds																																													Oncidium varicosum Lindl.												Orchidaceae	Oncidium		varicosum						ICBN			
1051214655																										http://data.rbge.org.uk/living/20141467																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141467	20141467	0002 (S1/N2)	Bungard, Stephen				not recorded							dead																		2010-06-27		178					2010-06-27		from a cultivated plant not of known wild origin								Britain and Ireland					GB		Scotland	Kintyre (VC 101)		Druim an Anaich, Isle of Raasay																					degrees minutes seconds																																													Dactylorhiza traunsteinerioides (Pugsley) Landwehr												Orchidaceae	Dactylorhiza		traunsteinerioides						ICBN			
1051214652																										http://data.rbge.org.uk/living/20141460																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141460	20141460	0001 (S1/N1)	Bungard, Stephen				not recorded							dead																		2010-06-27		178					2010-06-27		from a cultivated plant not of known wild origin								Britain and Ireland					GB		Scotland	Kintyre (VC 101)		Druim an Anaich, Isle of Raasay																					degrees minutes seconds																																													Dactylorhiza traunsteinerioides (Pugsley) Landwehr												Orchidaceae	Dactylorhiza		traunsteinerioides						ICBN			
1051214650																										http://data.rbge.org.uk/living/19771768																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/19771768	19771768	4185	Ratter, James Alexander				not recorded							dead																		February 1977		46					February 1977		insufficient information to determine wild or cultivated origin								E. Tropical South America					BR		Distrito Federál			Fazenda Agua Limpa, c. 18 km SSW of Brasilia. TV tower.																					degrees minutes seconds																																													Isabelia violacea (Lindl.) Van der Berg & M.W. Chase												Orchidaceae	Isabelia		violacea						ICBN			
1051214649																										http://data.rbge.org.uk/living/20141466																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141466	20141466	0021 (S5/N2)	Aguilar, Jaime; Horsman, Frank & Millas, Bertha				not recorded							dead																		2010-06-29		180					2010-06-29		from a cultivated plant not of known wild origin								Britain and Ireland					GB		Scotland	Outer Hebrides (VC 110)		Machair Robach, near the cemetery																					degrees minutes seconds																																													Dactylorhiza ebudensis (Wief.) D.Delforge												Orchidaceae	Dactylorhiza		ebudensis						ICBN			
1051214629																										http://data.rbge.org.uk/living/19680928																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/19680928	19680928						not recorded							dead																											insufficient information to determine wild or cultivated origin								New Guinea					PG																										degrees minutes seconds																																													Phreatia												Orchidaceae	Phreatia								ICBN			
1038281303																										http://data.rbge.org.uk/living/20141256													2017-08-05 00:00:00															PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141256	20141256						not recorded							alive						In Micro propagation flasks from Thailand																					from a cultivated plant of known (indirect) wild origin																																							degrees minutes seconds																																													Grammatophyllum speciosum Blume												Orchidaceae	Grammatophyllum		speciosum						ICBN			
1038281291																										http://data.rbge.org.uk/living/20141223																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141223	20141223						not recorded							dead						Lost label - Verification required once flowered																					insufficient information to determine wild or cultivated origin																																							degrees minutes seconds																																													Pholidota												Orchidaceae	Pholidota								ICBN			
1038281283																										http://data.rbge.org.uk/living/20141221																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141221	20141221						not recorded							dead						Lost label - Verification required once flowered																					insufficient information to determine wild or cultivated origin																																							degrees minutes seconds																																													Dendrobium												Orchidaceae	Dendrobium								ICBN			
1038281275																										http://data.rbge.org.uk/living/20141222																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141222	20141222						not recorded							dead						Lost label - Verification required once flowered																					insufficient information to determine wild or cultivated origin																																							degrees minutes seconds																																													Dendrobium												Orchidaceae	Dendrobium								ICBN			
1038281250																										http://data.rbge.org.uk/living/20141259													2016-09-30 00:00:00															PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141259	20141259						not recorded							dead						In Micro propagation flasks from Thailand																					from a cultivated plant of known (indirect) wild origin																																							degrees minutes seconds																																													Anoectochilus burmannicus Rolfe												Orchidaceae	Anoectochilus		burmannicus						ICBN			
1038281244																										http://data.rbge.org.uk/living/20141224																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141224	20141224						not recorded							dead						Lost label - Verification required once flowered																					insufficient information to determine wild or cultivated origin																																							degrees minutes seconds																																													Coelogyne												Orchidaceae	Coelogyne								ICBN			
1038281223																										http://data.rbge.org.uk/living/20141214																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141214	20141214						not recorded							dead						Lost label - Verification required once flowered																					insufficient information to determine wild or cultivated origin																																							degrees minutes seconds																																													Bulbophyllum												Orchidaceae	Bulbophyllum								ICBN			
1038281179																										http://data.rbge.org.uk/living/20141272													2017-11-21 00:00:00															PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141272	20141272						not recorded							alive																											from a cultivated plant of known (indirect) wild origin				RBGE/Taiwanese Orchid Fair 2014																																			degrees minutes seconds																																													Phalaenopsis 'Green Pixie'												Orchidaceae	Phalaenopsis								ICBN			
1038281162																										http://data.rbge.org.uk/living/20141251													2017-08-07 00:00:00															PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141251	20141251						not recorded							alive																											from a cultivated plant of known (indirect) wild origin																																							degrees minutes seconds																																													Calanthe  Baron Schröder  grex												Orchidaceae	Calanthe								ICBN			
1038281153																										http://data.rbge.org.uk/living/20141265																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141265	20141265						not recorded							dead																											from a cultivated plant of known (indirect) wild origin																																							degrees minutes seconds																																													Paphiopedilum hybrid												Orchidaceae	Paphiopedilum								ICBN			
1038281151																										http://data.rbge.org.uk/living/20141220																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141220	20141220						not recorded							dead						Lost label - Verification required once flowered																					insufficient information to determine wild or cultivated origin																																							degrees minutes seconds																																													Bulbophyllum												Orchidaceae	Bulbophyllum								ICBN			
1038281150																										http://data.rbge.org.uk/living/20141219																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141219	20141219						not recorded							dead						Lost label - Verification required once flowered																					insufficient information to determine wild or cultivated origin																																							degrees minutes seconds																																													Bulbophyllum												Orchidaceae	Bulbophyllum								ICBN			
1038281112																										http://data.rbge.org.uk/living/20141215																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141215	20141215						not recorded							dead						Lost label - Verification required once flowered																					insufficient information to determine wild or cultivated origin																																							degrees minutes seconds																																													Bulbophyllum												Orchidaceae	Bulbophyllum								ICBN			
1038281110																										http://data.rbge.org.uk/living/20141254													2017-08-07 00:00:00															PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141254	20141254						not recorded							alive																											from a cultivated plant of known (indirect) wild origin																																							degrees minutes seconds																																													Calanthe vestita Wall. ex Lindl.												Orchidaceae	Calanthe		vestita						ICBN			
1038281096																										http://data.rbge.org.uk/living/20141218																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141218	20141218						not recorded							dead						Lost label - Verification required once flowered																					insufficient information to determine wild or cultivated origin																																							degrees minutes seconds																																													Bulbophyllum												Orchidaceae	Bulbophyllum								ICBN			
1038281089																										http://data.rbge.org.uk/living/20141216																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141216	20141216						not recorded							dead						Lost label - Verification required once flowered																					insufficient information to determine wild or cultivated origin																																							degrees minutes seconds																																													Bulbophyllum												Orchidaceae	Bulbophyllum								ICBN			
1038281076																										http://data.rbge.org.uk/living/20141217																												PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141217	20141217						not recorded							dead						Lost label - Verification required once flowered																					insufficient information to determine wild or cultivated origin																																							degrees minutes seconds																																													Bulbophyllum												Orchidaceae	Bulbophyllum								ICBN			
1038281051																										http://data.rbge.org.uk/living/20141253													2017-08-07 00:00:00															PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141253	20141253						not recorded							alive																											from a cultivated plant of known (indirect) wild origin																																							degrees minutes seconds																																													Calanthe  William Murray  grex												Orchidaceae	Calanthe								ICBN			
1038281048																										http://data.rbge.org.uk/living/20141273													2017-11-02 00:00:00															PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141273	20141273						not recorded							alive																											from a cultivated plant of known (indirect) wild origin				RBGE/Taiwanese Orchid Fair 2014																																			degrees minutes seconds																																													Phalaenopsis (white form)												Orchidaceae	Phalaenopsis								ICBN			
1038281041																										http://data.rbge.org.uk/living/20141252													2017-08-07 00:00:00															PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20141252	20141252						not recorded							alive																											from a cultivated plant of known (indirect) wild origin																																							degrees minutes seconds																																													Calanthe &times; veitchii hort.												Orchidaceae	Calanthe		veitchii						ICBN			
991746150																										http://data.rbge.org.uk/living/20140758													2017-08-01 00:00:00															PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20140758	20140758						not recorded							dead																											from a cultivated plant of known (indirect) wild origin																																							degrees minutes seconds																																													Dendrobium macropodum Hook.f.												Orchidaceae	Dendrobium		macropodum						ICBN			
991746084																										http://data.rbge.org.uk/living/20140757													2017-08-05 00:00:00															PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20140757	20140757						not recorded							alive																											from a cultivated plant of known (indirect) wild origin																																							degrees minutes seconds																																													Dendrobium pleianthum Schltr.												Orchidaceae	Dendrobium		pleianthum						ICBN			
991746078																										http://data.rbge.org.uk/living/20140769													2017-08-23 00:00:00															PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/20140769	20140769						not recorded							alive																											from a cultivated plant of known (indirect) wild origin																																							degrees minutes seconds																																													Neofinetia falcata (Thunb.) Hu												Orchidaceae	Neofinetia		falcata						ICBN			
